Student_ID,Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_CGPA,Sleep_Hours,Social_Hours_Week,Final_CGPA,Number_of_Subjects,Average_Score
ID01356,Female,18,Economics,100.0,2.5,3.24,9.1,7,3.28,6,72.3
ID01357,Female,21,Computer Science,100.0,3.6,3.12,7.1,8,3.55,5,74.44
ID01358,Male,21,Economics,89.6,4.4,2.9,8.6,6,3.23,4,71.98
ID01359,Male,19,Psychology,89.4,2.9,3.09,4.0,7,3.1,4,73.59
ID01360,Female,18,Engineering,88.2,3.8,3.98,6.3,7,4.0,5,76.5
ID01361,Female,23,Economics,92.3,14.0,3.4,5.6,6,4.0,4,95.33
ID01362,Male,18,Business,85.8,1.5,3.65,8.1,4,3.69,4,75.11
ID01363,Female,22,Engineering,85.0,0.8,2.64,5.9,3,2.65,5,58.85
ID01364,Female,22,Psychology,100.0,4.2,3.65,8.5,5,3.91,5,84.8
ID01365,Female,19,Economics,100.0,5.1,3.42,8.2,7,3.77,6,83.03
ID01366,Male,23,Computer Science,62.4,3.6,2.35,6.1,15,2.3,4,54.2
ID01367,Female,18,Economics,85.2,2.1,3.37,7.4,9,3.74,5,70.26
ID01368,Female,24,Economics,74.7,8.9,2.84,6.7,8,2.97,6,74.79
ID01369,Male,23,Mathematics,80.3,4.1,2.33,7.2,6,2.64,8,63.76
ID01370,Male,19,Economics,91.0,4.4,3.16,8.1,10,3.45,7,72.8
ID01371,Female,22,Psychology,95.0,6.4,3.37,6.5,10,3.96,8,82.7
ID01372,Male,24,Computer Science,83.3,3.6,3.18,4.5,8,3.56,5,72.3
ID01373,Female,22,Psychology,56.3,3.4,3.05,7.9,6,2.67,6,67.49
ID01374,Male,21,Business,70.5,8.9,2.93,8.6,5,3.02,6,74.81
ID01375,Male,19,Engineering,98.4,1.2,4.0,4.5,12,4.0,8,84.88
ID01376,Female,19,Economics,43.9,4.9,2.51,6.9,6,2.28,8,58.98
ID01377,Male,18,Mathematics,100.0,4.6,3.54,5.6,9,3.96,8,82.68
ID01378,Male,18,Computer Science,92.8,3.1,3.11,8.7,4,3.12,7,71.53
ID01379,Male,21,Mathematics,100.0,3.6,2.67,8.8,10,2.97,6,67.93
ID01380,Female,24,Mathematics,82.0,8.5,3.08,5.8,6,3.44,6,79.08
ID01381,Male,20,Mathematics,54.1,2.3,2.4,5.0,7,2.12,8,53.69
ID01382,Male,23,Economics,91.5,6.2,2.8,7.4,9,3.19,5,74.47
ID01383,Female,20,Computer Science,100.0,4.0,3.08,5.3,1,3.35,5,76.06
ID01384,Male,20,Computer Science,98.9,5.8,2.32,8.3,4,2.59,8,64.85
ID01385,Female,19,Mathematics,75.1,5.1,3.35,6.8,10,3.43,5,72.14
ID01386,Male,23,Engineering,86.3,0.8,2.62,9.4,9,2.72,5,65.63
ID01387,Female,19,Economics,77.0,2.3,2.37,9.5,14,2.33,6,55.9
ID01388,Male,23,Economics,72.7,2.5,2.56,9.3,7,2.28,5,56.05
ID01389,Female,22,Psychology,99.3,2.1,4.0,7.6,15,4.0,8,88.32
ID01390,Male,19,Economics,67.0,2.8,2.11,5.6,4,2.06,8,52.21
ID01391,Male,19,Mathematics,71.6,4.4,3.32,4.8,10,3.33,5,74.08
ID01392,Male,19,Business,68.4,6.8,2.72,7.9,11,3.02,6,67.69
ID01393,Male,24,Mathematics,62.6,1.7,2.92,8.0,12,3.01,8,58.24
ID01394,Male,21,Computer Science,87.2,4.1,3.4,7.4,16,3.29,7,76.24
ID01395,Male,19,Economics,100.0,4.8,3.38,5.0,6,3.76,5,76.93
ID01396,Female,18,Economics,82.2,7.5,2.76,5.8,9,3.1,6,73.24
ID01397,Male,18,Psychology,62.4,9.5,2.42,7.1,8,2.74,7,68.76
ID01398,Male,23,Business,97.6,3.5,3.41,6.1,15,3.79,7,83.84
ID01399,Female,22,Economics,100.0,2.1,3.38,5.8,6,3.4,4,75.93
ID01400,Female,21,Psychology,75.3,4.9,2.96,5.6,10,2.89,5,62.32
ID01401,Male,24,Psychology,77.8,2.2,3.32,6.8,5,3.47,8,69.22
ID01402,Male,23,Business,92.7,4.7,2.88,6.7,8,3.12,5,80.39
ID01403,Male,18,Mathematics,100.0,2.5,2.69,5.8,8,2.7,5,69.59
ID01404,Female,21,Mathematics,77.2,5.4,3.1,7.0,12,3.35,5,70.29
ID01405,Female,21,Mathematics,65.0,2.6,3.36,7.4,15,3.31,4,69.42
ID01406,Male,22,Engineering,94.5,9.0,3.25,7.5,5,3.92,4,84.09
ID01407,Female,21,Mathematics,97.0,4.0,3.35,5.6,6,3.52,5,74.25
ID01408,Female,19,Business,85.1,1.3,2.72,6.5,8,2.81,8,60.23
ID01409,Female,21,Engineering,76.6,6.9,3.89,7.0,6,3.97,4,86.71
ID01410,Female,22,Mathematics,99.9,3.6,2.93,7.2,6,3.14,5,66.85
ID01411,Male,23,Engineering,92.9,5.6,3.04,5.0,6,3.27,4,72.78
ID01412,Male,22,Business,73.5,6.9,2.44,6.5,15,2.52,6,65.76
ID01413,Male,24,Mathematics,85.7,4.2,3.0,7.9,5,3.49,5,69.85
ID01414,Male,22,Computer Science,64.7,1.6,3.37,6.1,1,3.31,7,66.9
ID01415,Male,18,Economics,95.3,4.4,3.48,7.5,10,3.77,6,76.83
ID01416,Female,19,Business,81.1,8.3,3.88,7.0,7,4.0,7,92.37
ID01417,Male,18,Psychology,78.5,3.8,3.36,6.3,7,3.58,7,69.87
ID01418,Male,23,Psychology,84.5,5.1,3.24,8.9,8,3.42,6,80.8
ID01419,Male,20,Business,85.6,2.3,2.88,6.5,9,3.3,8,60.45
ID01420,Female,23,Psychology,98.4,1.4,2.77,6.7,7,3.08,6,62.21
ID01421,Male,19,Business,93.9,3.6,3.59,6.3,12,3.97,8,81.29
ID01422,Male,21,Computer Science,82.7,4.1,3.58,9.2,11,3.88,8,83.09
ID01423,Male,22,Business,96.5,7.4,2.56,9.1,8,2.95,6,75.07
ID01424,Male,20,Mathematics,91.0,4.2,3.46,8.7,7,3.7,7,80.41
ID01425,Female,19,Mathematics,78.6,7.1,3.43,8.3,7,3.65,5,81.07
ID01426,Female,18,Engineering,83.1,3.0,2.54,5.7,8,2.86,8,58.62
ID01427,Male,22,Psychology,82.8,1.5,3.37,6.3,9,3.62,7,68.57
ID01428,Female,23,Economics,92.6,5.3,2.58,5.8,12,3.0,8,65.59
ID01429,Female,18,Psychology,79.5,8.8,1.89,8.5,5,2.2,5,59.63
ID01430,Female,19,Business,79.1,2.8,3.02,10.0,7,2.84,7,68.11
ID01431,Male,19,Economics,100.0,5.7,3.23,8.0,6,3.71,6,77.44
ID01432,Male,23,Economics,99.1,5.9,3.04,9.5,6,3.36,4,79.33
ID01433,Male,20,Psychology,73.6,1.4,4.0,7.7,2,3.76,4,72.29
ID01434,Female,23,Economics,93.6,3.5,3.29,7.5,6,3.67,6,76.53
ID01435,Male,21,Economics,86.8,6.0,3.17,6.1,7,3.65,5,75.82
ID01436,Male,18,Mathematics,90.9,4.9,3.31,7.9,4,3.55,4,82.26
ID01437,Male,20,Computer Science,87.1,6.0,2.88,8.4,2,3.06,6,74.35
ID01438,Female,22,Business,100.0,5.5,3.56,8.6,4,3.78,7,88.66
ID01439,Male,24,Psychology,90.2,3.8,3.28,7.2,5,3.75,5,72.98
ID01440,Female,21,Mathematics,84.1,4.1,3.26,7.3,2,3.44,8,74.22
ID01441,Female,20,Engineering,100.0,7.3,2.79,6.9,9,3.29,7,75.02
ID01442,Male,24,Economics,88.5,4.4,2.32,6.2,10,2.56,6,61.58
ID01443,Female,24,Economics,86.8,2.5,2.85,8.3,6,2.93,8,65.1
ID01444,Male,18,Psychology,89.7,3.6,3.24,4.2,9,3.58,6,72.0
ID01445,Female,19,Computer Science,83.6,5.1,2.88,4.5,10,3.33,4,67.05
ID01446,Male,22,Computer Science,85.1,7.0,3.25,6.2,7,3.78,4,75.72
ID01447,Female,23,Psychology,76.2,1.4,2.98,5.1,7,2.95,8,55.81
ID01448,Female,18,Psychology,73.7,3.4,3.32,8.6,8,3.38,8,67.71
ID01449,Female,21,Mathematics,70.0,6.7,2.61,6.3,5,2.68,7,68.67
ID01450,Female,24,Psychology,64.1,2.3,3.2,8.3,6,3.12,4,59.83
ID01451,Male,21,Engineering,71.8,2.3,2.78,9.0,5,2.76,5,56.67
ID01452,Female,24,Mathematics,82.4,4.0,2.33,7.1,7,2.7,4,66.01
ID01453,Female,19,Economics,86.5,1.3,3.02,7.5,10,3.36,4,63.84
ID01454,Female,19,Economics,80.9,10.2,3.87,8.8,6,4.0,5,94.8
ID01455,Male,22,Economics,49.7,5.1,2.37,8.5,7,1.99,6,57.14
ID01456,Female,23,Economics,100.0,5.7,3.16,4.0,8,3.57,4,81.84
ID01457,Female,22,Business,100.0,7.6,3.5,6.4,7,4.0,8,83.76
ID01458,Female,19,Engineering,91.7,13.4,4.0,7.8,5,4.0,6,100.0
ID01459,Male,19,Mathematics,100.0,3.8,2.85,7.3,8,3.03,5,66.93
ID01460,Female,21,Mathematics,70.3,1.4,2.78,5.5,8,2.45,6,65.94
ID01461,Male,19,Economics,100.0,4.8,2.52,4.4,9,2.94,7,64.47
ID01462,Female,20,Computer Science,70.5,2.4,3.67,7.9,6,3.61,5,69.74
ID01463,Male,24,Mathematics,88.6,1.8,2.67,5.7,2,2.7,4,59.34
ID01464,Female,18,Engineering,65.9,2.9,2.91,6.8,8,2.74,4,57.8
ID01465,Female,19,Psychology,85.2,3.8,2.18,7.2,3,2.43,8,62.93
ID01466,Male,22,Engineering,90.8,7.7,3.54,6.8,8,3.99,4,94.04
ID01467,Female,23,Economics,82.7,10.3,3.68,5.6,7,4.0,7,90.45
ID01468,Male,24,Economics,95.7,2.0,3.52,6.9,7,3.9,5,72.36
ID01469,Female,24,Business,86.5,3.1,2.3,6.2,12,2.44,7,52.74
ID01470,Female,23,Mathematics,77.2,5.6,3.4,9.5,5,3.53,4,76.52
ID01471,Female,23,Mathematics,76.5,6.0,2.26,7.3,5,2.44,8,61.25
ID01472,Female,24,Mathematics,97.2,2.2,3.13,10.0,6,3.18,7,69.78
ID01473,Female,20,Economics,75.2,6.7,3.2,5.0,17,3.08,6,76.86
ID01474,Male,22,Mathematics,98.7,2.5,3.26,6.5,9,3.35,5,75.69
ID01475,Male,20,Computer Science,100.0,2.1,3.37,6.5,6,3.72,8,76.51
ID01476,Female,19,Computer Science,60.0,5.5,3.1,5.8,8,3.28,5,67.68
ID01477,Female,18,Psychology,100.0,7.8,2.12,6.5,11,2.81,6,66.45
ID01478,Female,23,Mathematics,100.0,4.8,3.37,6.3,4,3.87,5,82.93
ID01479,Female,22,Business,88.8,4.3,3.15,5.5,7,3.59,5,74.15
ID01480,Male,23,Psychology,94.0,3.8,2.65,9.7,10,2.97,6,70.2
ID01481,Female,20,Economics,100.0,4.2,2.32,6.9,12,2.75,4,67.67
ID01482,Male,21,Mathematics,80.9,3.5,3.87,8.4,7,3.91,4,76.17
ID01483,Male,19,Computer Science,87.7,5.5,3.72,8.5,6,3.91,5,79.77
ID01484,Male,18,Business,65.3,4.2,3.45,9.1,10,3.52,4,69.9
ID01485,Male,19,Psychology,87.1,12.9,2.76,5.5,4,3.65,6,82.36
ID01486,Male,21,Business,92.5,4.9,1.84,8.9,7,2.22,8,60.49
ID01487,Male,18,Mathematics,92.7,3.5,3.48,6.9,10,3.84,4,79.08
ID01488,Female,21,Engineering,100.0,2.0,3.28,10.0,5,3.3,4,77.4
ID01489,Male,19,Business,73.4,2.2,2.91,7.8,10,3.05,4,63.95
ID01490,Male,20,Business,77.0,5.0,3.66,5.3,4,3.72,6,80.2
ID01491,Male,24,Economics,100.0,2.8,3.52,8.9,7,3.71,5,82.6
ID01492,Male,19,Computer Science,82.7,4.5,3.19,8.7,10,3.61,6,74.95
ID01493,Male,19,Mathematics,88.0,8.0,3.12,5.1,12,3.75,4,81.1
ID01494,Male,19,Business,84.0,1.8,3.13,8.1,13,3.22,5,72.08
ID01495,Female,22,Mathematics,72.7,3.6,3.44,9.4,6,3.38,6,73.02
ID01496,Female,21,Computer Science,100.0,0.6,2.67,7.7,8,2.7,6,62.0
ID01497,Female,21,Economics,77.1,1.4,3.31,5.5,8,3.31,6,65.07
ID01498,Male,23,Mathematics,68.1,4.6,2.64,8.5,11,2.47,7,64.63
ID01499,Male,21,Computer Science,78.2,1.5,3.77,8.0,9,3.87,6,78.1
ID01500,Female,23,Computer Science,55.0,1.7,3.37,6.7,13,2.88,8,63.34
ID01501,Male,22,Psychology,75.2,9.7,2.76,6.3,9,3.26,6,80.07
ID01502,Male,20,Economics,70.5,2.7,3.14,8.0,6,3.11,5,60.29
ID01503,Male,23,Economics,94.3,2.1,2.67,5.6,11,2.86,5,64.32
ID01504,Male,19,Mathematics,74.9,8.0,3.85,7.3,10,3.91,5,87.54
ID01505,Male,20,Engineering,98.3,2.1,3.91,8.8,3,4.0,6,80.36
ID01506,Male,24,Psychology,100.0,4.9,3.45,9.3,12,3.74,5,89.39
ID01507,Female,22,Economics,96.7,5.0,3.88,6.2,9,4.0,8,87.33
ID01508,Male,21,Computer Science,81.8,6.5,3.18,4.6,9,3.62,6,75.95
ID01509,Female,23,Economics,87.1,1.9,3.48,5.9,4,3.76,8,73.5
ID01510,Female,19,Engineering,62.1,2.3,3.71,8.2,11,3.38,7,65.13
ID01511,Female,18,Business,83.0,2.7,3.1,5.9,9,3.28,5,66.5
ID01512,Female,24,Business,72.1,2.4,3.14,8.6,10,2.82,5,68.95
ID01513,Female,18,Economics,95.4,6.3,3.57,5.9,8,4.0,7,83.65
ID01514,Male,20,Economics,100.0,5.0,3.42,6.2,11,3.68,5,79.54
ID01515,Male,21,Psychology,92.5,5.4,2.72,6.7,6,2.96,5,75.25
ID01516,Male,18,Economics,55.1,1.3,2.01,8.4,8,1.67,8,48.03
ID01517,Female,20,Engineering,79.6,4.5,3.01,4.6,6,2.96,6,71.84
ID01518,Female,22,Economics,86.8,8.7,2.05,7.4,9,2.47,4,65.92
ID01519,Male,20,Mathematics,86.3,12.0,2.6,7.4,7,3.41,6,80.61
ID01520,Female,24,Engineering,74.0,3.0,2.66,5.5,6,2.64,6,58.66
ID01521,Male,20,Psychology,88.7,6.6,2.82,7.5,5,3.33,8,71.17
ID01522,Female,24,Mathematics,66.4,2.4,3.51,6.7,6,3.41,7,66.53
ID01523,Male,20,Mathematics,70.8,1.4,3.62,5.3,4,3.41,4,68.42
ID01524,Male,19,Business,94.7,1.5,3.35,6.9,7,3.76,4,69.63
ID01525,Male,20,Engineering,69.8,8.1,3.42,5.4,11,3.59,7,75.98
ID01526,Male,23,Mathematics,93.1,3.1,3.43,6.0,6,3.69,4,77.3
ID01527,Male,20,Psychology,64.5,2.7,1.85,8.3,6,1.82,5,47.67
ID01528,Male,19,Business,100.0,6.1,3.11,6.5,12,3.4,4,85.06
ID01529,Female,19,Mathematics,73.4,1.7,2.2,8.3,3,1.95,4,49.99
ID01530,Male,22,Engineering,81.6,5.3,3.35,6.8,8,3.66,8,77.95
ID01531,Male,24,Business,90.0,3.5,2.05,5.6,8,2.35,4,58.63
ID01532,Female,21,Engineering,76.5,11.3,3.01,7.7,7,3.47,4,82.35
ID01533,Female,18,Engineering,87.2,3.1,3.37,7.8,7,3.78,8,76.57
ID01534,Male,18,Engineering,93.6,3.7,2.54,5.2,7,2.75,4,68.05
ID01535,Male,20,Business,99.4,1.4,3.58,8.7,13,3.57,8,77.86
ID01536,Male,22,Mathematics,96.9,12.3,3.35,9.3,11,3.89,4,94.12
ID01537,Male,20,Economics,82.4,3.2,3.29,7.9,11,3.76,4,71.16
ID01538,Female,18,Computer Science,82.8,9.9,3.45,7.1,4,3.92,4,83.83
ID01539,Male,24,Mathematics,100.0,1.1,2.92,10.0,7,3.06,7,64.93
ID01540,Male,24,Business,99.2,4.7,3.18,7.8,9,3.46,7,76.06
ID01541,Female,24,Computer Science,71.2,11.6,3.11,7.3,10,3.43,6,80.39
ID01542,Male,19,Computer Science,86.5,2.7,3.09,9.5,5,3.11,5,70.83
ID01543,Female,21,Computer Science,80.0,4.5,2.76,9.4,10,3.23,4,70.54
ID01544,Male,22,Economics,83.0,8.2,2.48,4.8,10,2.76,6,68.53
ID01545,Female,19,Psychology,66.6,3.2,2.93,6.2,11,2.8,5,64.19
ID01546,Male,21,Business,78.8,1.4,2.9,7.9,10,2.77,6,59.27
ID01547,Female,22,Economics,100.0,2.9,2.73,8.8,3,2.91,7,67.42
ID01548,Female,22,Economics,93.7,4.8,3.53,5.3,4,4.0,8,79.49
ID01549,Male,18,Psychology,47.6,4.7,2.51,8.4,1,2.09,6,57.62
ID01550,Female,19,Computer Science,100.0,5.9,3.01,6.4,8,3.54,4,76.15
ID01551,Female,22,Psychology,100.0,2.3,3.68,8.1,17,3.61,5,83.23
ID01552,Female,23,Psychology,79.6,11.1,3.55,6.1,5,3.96,8,90.18
ID01553,Female,24,Economics,95.8,2.3,3.71,4.0,7,3.78,6,77.61
ID01554,Female,22,Business,72.1,4.2,2.8,4.3,6,2.62,7,61.17
ID01555,Male,21,Engineering,77.9,4.9,3.49,5.3,8,3.36,6,78.02
ID01556,Male,18,Psychology,100.0,4.6,2.57,6.1,9,2.89,4,72.22
ID01557,Female,20,Psychology,80.9,1.9,2.96,7.0,7,3.06,8,65.54
ID01558,Male,24,Computer Science,57.0,8.3,3.01,6.2,8,3.17,7,78.95
ID01559,Female,18,Computer Science,84.1,2.8,2.81,6.9,10,3.08,8,69.55
ID01560,Female,20,Economics,83.8,5.1,2.92,6.3,7,3.34,8,70.38
ID01561,Male,19,Computer Science,100.0,4.5,2.85,7.0,12,3.27,5,72.23
ID01562,Male,19,Mathematics,85.2,4.5,2.61,8.4,9,2.76,5,67.6
ID01563,Female,22,Psychology,78.7,1.3,3.53,7.0,8,3.44,5,68.3
ID01564,Male,23,Computer Science,100.0,2.7,3.01,7.8,9,3.12,8,75.29
ID01565,Female,19,Business,86.8,5.1,3.2,8.1,4,3.69,6,76.98
ID01566,Male,22,Mathematics,73.7,1.4,3.18,6.8,9,3.09,6,65.72
ID01567,Female,24,Economics,100.0,3.5,3.13,4.3,6,3.17,8,77.1
ID01568,Male,18,Engineering,87.9,4.3,3.15,7.4,9,3.55,7,79.06
ID01569,Female,19,Psychology,85.0,5.8,2.95,6.0,10,3.23,8,73.93
ID01570,Male,18,Psychology,87.7,4.2,3.81,8.3,11,4.0,8,82.37
ID01571,Female,18,Business,68.9,3.6,3.48,9.0,7,3.59,4,76.8
ID01572,Male,23,Engineering,77.1,4.6,3.11,6.6,9,3.36,5,74.14
ID01573,Female,19,Engineering,85.1,3.4,2.88,7.2,4,3.17,7,66.71
ID01574,Female,18,Economics,82.1,2.2,3.04,8.0,3,3.39,8,66.74
ID01575,Male,23,Economics,100.0,2.9,3.31,5.8,8,3.37,4,76.9
ID01576,Male,23,Mathematics,88.3,5.0,3.85,7.0,9,4.0,5,86.1
ID01577,Male,19,Psychology,97.8,3.6,2.41,4.7,8,2.77,6,60.72
ID01578,Female,23,Computer Science,85.1,14.0,3.43,8.6,10,4.0,7,91.81
ID01579,Female,19,Economics,100.0,1.8,3.66,9.5,7,3.96,4,76.26
ID01580,Male,19,Business,91.0,5.0,2.36,7.1,4,2.93,7,62.31
ID01581,Male,20,Business,85.2,5.4,3.01,5.9,7,3.27,5,71.56
ID01582,Male,18,Business,84.8,4.2,2.57,7.4,10,2.86,5,66.84
ID01583,Female,21,Economics,70.7,3.3,3.32,5.1,10,3.21,6,69.42
ID01584,Male,19,Economics,92.6,3.9,2.92,6.3,8,3.33,6,71.69
ID01585,Female,18,Business,84.4,4.0,3.03,6.4,8,3.18,7,67.09
ID01586,Male,24,Economics,77.5,9.3,2.89,6.2,7,3.22,5,76.33
ID01587,Female,23,Computer Science,100.0,1.1,3.46,7.3,6,3.47,8,76.54
ID01588,Male,22,Computer Science,66.2,2.2,3.21,7.7,9,3.15,4,66.87
ID01589,Male,19,Mathematics,78.7,4.6,3.22,7.0,15,3.13,8,70.98
ID01590,Female,23,Psychology,100.0,7.2,3.18,8.4,10,3.61,4,83.61
ID01591,Female,23,Computer Science,89.7,2.3,3.39,7.6,11,3.58,7,80.23
ID01592,Female,23,Mathematics,84.3,1.9,2.97,6.3,8,3.21,5,65.66
ID01593,Male,23,Engineering,88.8,3.7,3.95,6.8,5,4.0,5,81.83
ID01594,Male,23,Psychology,87.7,2.2,2.48,6.9,7,2.68,4,59.9
ID01595,Female,19,Computer Science,62.3,3.7,2.24,6.4,8,2.36,7,54.05
ID01596,Female,24,Engineering,79.8,2.2,2.2,7.8,8,2.23,4,54.15
ID01597,Male,21,Mathematics,100.0,5.8,2.06,4.0,11,2.55,7,64.83
ID01598,Male,20,Computer Science,75.1,2.3,3.44,7.0,4,3.34,7,66.34
ID01599,Male,23,Computer Science,80.2,1.2,3.38,7.5,8,3.41,8,66.04
ID01600,Female,23,Economics,76.9,5.8,3.7,7.9,9,4.0,7,81.25
ID01601,Male,20,Engineering,83.7,4.0,2.57,8.7,5,2.76,5,63.77
ID01602,Male,24,Computer Science,76.3,3.1,3.47,6.8,8,3.35,7,71.29
ID01603,Male,24,Business,92.3,3.1,3.13,8.2,8,3.5,8,71.78
ID01604,Male,19,Economics,88.0,4.3,3.18,7.9,7,3.42,5,74.51
ID01605,Male,18,Economics,96.6,1.9,3.41,7.4,9,3.67,4,77.51
ID01606,Male,22,Computer Science,69.2,1.5,2.72,4.9,8,2.65,8,57.4
ID01607,Male,22,Economics,79.9,2.3,4.0,8.6,11,3.96,4,80.77
ID01608,Female,18,Psychology,81.6,3.3,3.77,7.1,4,3.9,6,77.21
ID01609,Male,19,Engineering,91.8,2.2,2.83,6.6,9,2.97,5,67.98
ID01610,Male,22,Psychology,73.1,9.2,2.55,5.3,8,2.92,4,72.86
ID01611,Female,24,Mathematics,98.7,2.3,3.06,4.0,4,3.25,7,73.95
ID01612,Female,20,Psychology,100.0,4.1,3.19,9.9,10,3.52,4,79.2
ID01613,Male,18,Business,70.2,5.2,3.63,7.5,5,3.7,7,79.63
ID01614,Male,24,Economics,77.6,7.7,2.52,5.3,7,2.75,7,69.15
ID01615,Male,21,Economics,77.0,10.1,3.24,5.1,10,3.41,4,84.73
ID01616,Female,19,Business,100.0,12.2,2.34,6.6,6,2.99,4,84.77
ID01617,Female,18,Economics,78.6,7.5,3.32,8.2,4,3.64,7,78.34
ID01618,Female,22,Psychology,100.0,6.8,3.05,7.9,6,3.4,6,78.65
ID01619,Female,19,Mathematics,66.0,2.0,4.0,8.0,11,4.0,4,76.04
ID01620,Female,20,Computer Science,70.2,5.4,2.33,5.7,11,2.52,8,61.63
ID01621,Male,19,Business,74.7,3.4,3.79,6.7,11,3.9,5,75.12
ID01622,Male,19,Psychology,72.3,3.4,2.25,7.2,9,2.3,4,55.59
ID01623,Female,20,Psychology,81.0,3.1,2.44,6.9,8,2.55,8,59.72
ID01624,Female,23,Psychology,74.4,2.0,2.26,7.8,10,2.26,4,47.03
ID01625,Male,20,Computer Science,72.7,2.8,3.23,9.4,6,3.23,6,67.53
ID01626,Female,24,Engineering,100.0,2.2,2.51,7.3,5,2.86,8,63.44
ID01627,Male,19,Economics,100.0,1.1,2.43,6.1,11,2.5,6,60.13
ID01628,Male,20,Economics,99.2,8.3,3.2,4.8,8,3.68,6,89.65
ID01629,Male,23,Mathematics,92.9,4.0,3.33,7.3,8,3.7,5,73.37
ID01630,Male,24,Engineering,86.4,4.1,3.12,6.0,8,3.54,4,70.23
ID01631,Female,18,Economics,77.5,3.8,3.02,7.6,9,3.19,6,60.66
ID01632,Male,20,Mathematics,70.7,7.1,4.0,7.5,7,4.0,8,85.43
ID01633,Female,20,Mathematics,90.4,4.4,3.17,9.3,4,3.3,4,73.8
ID01634,Female,19,Psychology,67.4,8.5,3.5,7.3,7,3.58,8,80.45
ID01635,Female,24,Business,70.1,5.7,3.17,7.7,9,3.16,6,75.84
ID01636,Male,18,Psychology,100.0,2.5,2.55,6.0,5,2.64,6,67.64
ID01637,Male,21,Computer Science,100.0,7.8,3.37,4.9,9,3.78,4,87.17
ID01638,Male,21,Economics,90.9,4.8,2.77,8.6,6,2.97,7,69.3
ID01639,Female,22,Mathematics,100.0,3.8,3.05,8.8,12,3.09,4,77.62
ID01640,Female,20,Business,81.3,6.7,3.25,6.5,5,3.57,5,78.35
ID01641,Male,20,Economics,64.9,4.1,2.13,4.1,9,2.04,7,51.26
ID01642,Female,18,Mathematics,94.2,6.0,2.3,9.0,2,2.83,4,62.03
ID01643,Male,23,Mathematics,93.5,1.8,3.55,8.8,11,3.89,6,74.46
ID01644,Female,21,Psychology,86.1,4.1,2.77,6.8,8,2.95,6,70.08
ID01645,Male,22,Business,81.4,2.6,2.79,8.6,10,3.1,4,70.74
ID01646,Female,18,Business,99.4,12.0,3.18,6.9,11,3.92,5,92.76
ID01647,Male,20,Economics,70.2,8.2,2.91,7.3,8,3.22,5,71.67
ID01648,Female,21,Mathematics,73.4,4.5,3.31,4.6,11,3.29,7,69.31
ID01649,Female,24,Business,69.9,7.8,3.07,8.8,9,3.38,8,76.94
ID01650,Female,22,Business,86.3,2.6,3.2,4.4,8,3.37,8,65.48
ID01651,Male,19,Economics,68.7,3.0,2.75,9.6,11,2.52,4,62.64
ID01652,Male,21,Psychology,74.7,0.9,3.2,9.7,7,3.11,4,66.93
ID01653,Male,22,Engineering,74.4,5.8,3.65,4.0,8,3.7,4,81.7
ID01654,Male,18,Computer Science,81.1,0.8,2.82,9.3,8,2.76,6,59.99
ID01655,Male,19,Engineering,62.7,2.8,3.56,6.6,14,3.53,4,71.92
ID01656,Female,22,Business,86.3,1.7,3.07,7.6,7,3.38,5,67.7
ID01657,Female,22,Mathematics,100.0,7.0,3.47,4.9,8,3.79,8,84.38
ID01658,Male,20,Computer Science,87.0,11.3,3.16,6.5,7,4.0,8,93.35
ID01659,Male,23,Computer Science,100.0,6.4,3.08,5.2,10,3.59,8,79.09
ID01660,Male,21,Mathematics,100.0,5.7,3.27,5.8,8,3.63,5,83.69
ID01661,Female,20,Computer Science,96.7,4.6,3.71,8.8,5,3.81,7,77.13
ID01662,Male,24,Mathematics,86.1,4.3,3.22,8.5,4,3.52,7,78.23
ID01663,Female,19,Computer Science,85.3,2.3,3.34,8.2,4,3.47,4,76.26
ID01664,Male,23,Economics,96.5,1.3,2.92,6.2,11,3.22,6,66.96
ID01665,Female,22,Economics,79.1,4.3,3.89,6.0,8,3.86,6,83.54
ID01666,Female,20,Engineering,56.8,4.9,3.42,4.5,7,3.16,5,72.7
ID01667,Male,23,Computer Science,92.4,4.9,3.14,8.0,6,3.56,7,74.15
ID01668,Female,24,Psychology,68.0,5.3,3.04,9.9,4,3.07,7,71.04
ID01669,Male,21,Mathematics,70.6,6.1,3.59,9.2,4,3.49,6,76.79
ID01670,Female,24,Computer Science,85.0,4.2,2.8,7.0,9,3.16,7,66.32
ID01671,Male,19,Economics,83.6,2.2,2.21,7.7,10,2.49,7,59.07
ID01672,Female,18,Economics,63.8,5.2,3.14,7.4,7,3.42,6,72.45
ID01673,Female,20,Mathematics,87.5,5.9,3.7,8.4,9,4.0,5,82.43
ID01674,Female,19,Psychology,99.5,3.3,3.9,9.6,12,4.0,7,82.9
ID01675,Female,18,Computer Science,68.1,5.9,3.05,6.1,8,3.22,7,68.83
ID01676,Male,20,Computer Science,100.0,4.3,3.12,6.2,12,3.36,8,78.7
ID01677,Male,19,Psychology,61.6,2.0,3.36,6.6,14,3.18,4,62.6
ID01678,Male,24,Psychology,100.0,13.5,2.97,7.0,9,3.89,6,93.91
ID01679,Male,19,Psychology,78.8,3.2,3.36,8.1,8,3.28,8,74.54
